Stack, Frequency
ཊཱྃ,41
ཨུྃ,41
ཏྟྃ,40
རྱྃ,39
བུྃ,38
ཕུྃ,36
བྂ,36
ཧྲཽྃ,36
བིྃ,36
ཛྷྃ,35
ཌྷྃ,35
གྷཱྃ,35
ཡུྃ,35
ཤཱིྃ,34
ཤིྃ,34
ཊུྃ,34
ཤྭྃ,34
དྷུྃ,32
ཧེྃ,32
ཡོྃ,32
སྐྃ,32
ཨིྃ,31
ཡཱྃ,31
ཛྷཱྃ,31
ཤྩྃ,30
ཧྭཱྃ,30
དྲྃ,30
ཀྵིྃ,30
ཀྵུྃ,30
བྷཱུྃ,30
གྷྣཱྃ,29
ཚྃ,29
ཥཱྃ,29
ཨཱུྃ,29
གུྃ,28
ཤྱྃ,28
ཤྲཱིྃ,28
གྷྣྃ,28
བྷྱྃ,28
ཀྵཱྃ,28
ཛྙཱྃ,28
ཉྃ,27
དཱྃ,27
སཱྃ,27
བྷུྃ,26
ཧོྃ,26
དྷིྃ,26
ཏྲིྃ,26
རྒྷྃ,26
དྲིྃ,26
ཋྃ,25
ངྃ,25
ཙིྃ,24
ཙུྃ,24
ཀྶྃ,24
ནྡྷྃ,24
ཀྵྼ,24
ཀྷོྃ,24
ཤྲིྃ,22
སྂ,22
མོྃ,22
ཛྲིྃ,22
གཱྃ,21
བྲཱུྃ,21
ཌཱྃ,21
ཁཱྃ,21
དྱྃ,21
ཧཱུཾྃ,20
ཧྲེྃ,20
ཏྱུྃ,20
གྷྲཱྃ,20
ཕཻྃ,20
གྲུྃ,20
ལྂ,20
ཧྲཱུྃ,20
ཨྂ,20
ཕྲྃ,18
རིྃ,18
དྭྃ,18
ཛེྃ,18
ཙྪིྃ,18
དྲཱྃ,18
ཕྲོྃ,18
ནྱྃ,18
དྨྃ,18
ཧྂ,18
ཤྲྀྃ,18
གྷེྃ,18
ཀླུྃ,18
ཛྲུྃ,16
ཧྱྃ,16
དྡྷྃ,16
ནྂ,16
ཛུྃ,16
ཀཻྃ,16
ཐཱྃ,15
ཁིྃ,14
ཀྵཱིྃ,14
ཧྞྃ,14
ཏྲྱྃ,14
ཐུྃ,14
བྷྲིྃ,14
ཙཱུྃ,14
བྷིྃ,14
ཥྐྃ,14
ཏྲྱཱྃ,14
ནྟྃ,14
བཻྃ,14
རྨྃ,12
རྱཱྃ,12
རྦྦཱྃ,12
དྷྲུྃ,12
རྂ,12
དྱཱྃ,12
མྂ,12
ཤུྃ,12
ཛྙྃ,12
ཛྞཽྃ,12
དྷྲིྃ,12
ཀྱྃ,12
ཀོྃ,12
ཪྞྞྃ,12
སྲྃ,11
ཏཱུྃ,10
ཨཱོྃ,10
ཤྲུྃ,10
ཥྱྃ,10
མྱཱྃ,10
ཀྲཱྃ,10
ཊྭྃ,10
ཧཱུྃྃ,10
པྟིྃ,10
ཧཻྃ,10
ཧཽྃ,10
སྨིྃ,10
སྟཱྃ,10
ཏྲོྃ,10
རྠྃ,10
བྷྲྃ,10
ཏ྄,10
སྱྃ,10
ནཱྂ,10
ཧྐྵྨླྺྼྻྃ,10
བཱིྃ,10
ཛྲཱིྃ,10
རྞྞྃ,10
དྲེྃ,9
ལུྃ,9
མྦྃ,9
ཌོྃ,8
ཏྱཱྃ,8
བྱུྃ,8
དྷཱུྃ,8
ནཱོྃ,8
རྀཾ,8
རཱྀཾ,8
སེྃ,8
ཏྲྂ,8
དྷྱཱྃ,8
པྂ,8
མཱྂ,8
ལྀྃ,8
ནྟྲྃ,8
པྲོྃ,8
ཛྱྃ,8
ཀྟྃ,8
ཨེྃ,8
ཏྂ,8
ཧྲཱེྃ,8
སྟོྃ,8
ཛིྃ,8
རྩུྃ,8
མྲོྃ,8
སྲོྃ,8
དྲུྂ,8
ཪྻེ,8
ཝཱྃ,8
བྱྃ,8
དྷྭཱྃ,8
མིྃ,8
རྒྃ,8
པུྃ,8
རྟྃ,8
ཊྲྃ,8
ཡྂ,8
དྷྂ,8
གྷོྃ,8
ཀྲིྃ,7
བྷཱྃ,7
ཤཱུྃ,7
ཨཱིྃ,7
སྨཱིྃ,6
ཛྙོྃ,6
མེྃ,6
མྱྃ,6
རྫྃ,6
ལེྃ,6
ཊྲཱྃ,6
ཥྚྲཱྃ,6
ལྀཾ,6
ལཱྀཾ,6
ཏྲཱིྃ,6
རླྃ,6
གོྃ,6
ནྡྲྃ,6
སཱུྃ,6
ཀེྃ,6
ྉྤཱུ,6
ྉྤུ,6
ྈྐཱ,6
རྒཱྃ,6
ཨཻྃ,6
ཀྵྞཱིྃ,6
ཥྛྃ,6
ཧྲྼཱྀྃ,6
ཁེྃ,6
དྻ,6
གྂ,6
ཨཽྃ,6
ཀྲོྃ,6
ཁྂ,6
པྱཱྃ,6
ཀླིྃ,6
རྦཱྃ,6
ཙྪྲཱིྃ,6
སྟྲྃ,6
ཥྚྀྃ,6
ཀྵིྂ,6
ཎྜྃ,6
ཀྂ,6
ཧཱྂ,6
ཀཽྃ,6
ཕེྂ,6
ཙྪྃ,6
སྟྭཱྃ,6
རྩྃ,6
ཕིྃ,5
རཱྀྃ,5
ཀྵྨྃ,5
ཐླྷཱྀྃ,4
ཎྱྃ,4
ཧྨྃ,4
ཛྙཱཾྃ,4
ཪྻཱ,4
ཧུཾྃ,4
ནྱཱྃ,4
ཟུྃ,4
ཛྭྃ,4
ཡྻ,4
ཤྂ,4
ཀྲཱུྃ,4
སྲཱུྃ,4
སྟུྃ,4
ཌཱོྃ,4
མླྃ,4
ཛླྃ,4
ཧླྃ,4
ཧྲཱྀྃ,4
ཊྚྃ,4
ཁྷྲྃ,4
ཥྼཱ,4
གྷྱྃ,4
ཧྲཻྃ,4
ལཱྂ,4
སྒོྃ,4
ཡཱུྃ,4
ཤྚྃ,4
ཪྦྃ,4
ཪྼྀ,4
ཅོྃ,4
ཛྲོྃ,4
ཌུྃ,4
ཤྲྃ,4
ཀྵཱུྃ,4
རཱིྃ,4
ལཱིྃ,4
ཪྠྃ,4
ཀྵྼི,4
ཧྲླྀྃ,4
བྷྂ,4
ཥྱཱྃ,4
ཀཱིྃ,4
པྣྃ,4
ཪྺ,4
ཡེྃ,4
ཤྭཱྃ,4
ཪྵྃ,4
དྷྲྃ,4
ཀྷཱྃ,4
ཉྩྃ,4
དྡྷྲིྂ,4
ཥྚཱོྃ,4
ཕོྃ,4
ངྷཱུྃ,4
གྷྲོྃ,4
ཇྲོྃ,4
ཤྲོྃ,4
ཕཱུྃ,4
བྷྲཱུྂ,4
ངྱྃ,4
ྈྐ,4
ཥྚཱིྃ,4
ལཱོྃ,4
རྣུྃ,4
ཏཱིྃ,4
ལྱྃ,4
ཊྱྃ,4
རཱུྃ,4
ཀྟིྃ,4
དིྃ,4
ཛྙཱཽྃ,4
པྲཱྃ,4
ཊིྃ,4
ཏྲེྃ,4
བྱཱྃ,4
སྠཱྃ,4
སྟྱྃ,4
བོྃ,4
ཛཱིྃ,4
རྱུྃ,4
སྨྲྃ,4
གཱུྃ,4
ལཱྀྃ,4
གླུྃ,4
ཥྼྀ,4
ཧྼྀ,4
ཧྼཱྀ,4
སྤྃ,4
ཥྩྃ,4
ཎྞྃ,4
ལླྃ,4
ཧྲུྃ,4
ཙྪིྂ,4
ཁུྃ,4
དྲཻྃ,4
རོྃ,4
གྲཱྃ,4
ྉྤྵྴ,4
ཎྟྃ,4
ཐླཱིྃ,4
རྀྃ,3
‍,3
ཕཱྃ,3
ཌྷཱྃ,3
ཋཱྃ,3
ཉཱྃ,3
ཚཱྃ,3
ཙཱྃ,3
ངཱྃ,3
ཐིྃ,2
སྲིྃ,2
ཊྭཱཾྃ,2
ཏྤྃ,2
ཪྠཱྃ,2
ཏ྄ཻ,2
ཥྨིྃ,2
ཥྨཱྃ,2
སྤུྃ,2
མྲཱུྃ,2
ནིྂ,2
ཁྲྃ,2
པླྃ,2
སྙོྃ,2
ཧྣྃ,2
ཌཱུྃ,2
ཛྟེྂ,2
ལིྂ,2
མྲྃ,2
ཧྲྀྃ,2
ཧླྀྃ,2
ཧླཱྀྃ,2
ཁྲཱྃ,2
ནྲིྃ,2
རྐྱྃ,2
ལྦྃ,2
ཀྲཱིྃ,2
ནཱཻྃ,2
ཤྚཱྂ,2
ཛྺི,2
བཱུྃ,2
ཀྑྃ,2
པྲྂ,2
ཡཾྃ,2
ཊྒྃ,2
ཏྟིྃ,2
ཧྣཱྃ,2
ཀྐྲྃ,2
ནྻ,2
ནུྃ,2
བྷྱུྃ,2
སྶྃ,2
ཀྲྀཾ,2
ཊཱོྃ,2
རྠཱྃ,2
ནྡྷཱྃ,2
ཐླྀྃ,2
ཀྐྷྃ,2
ཥྨྃ,2
ནྡྃ,2
ཀྵཱྀྃ,2
ཀྵྲྀྃ,2
ཀྵྲཱྀྃ,2
ཀྵླྀྃ,2
ཀྵླཱྀྃ,2
ཧླིྃ,2
ཧླཱིྃ,2
ཨྀྃ,2
ཤྐྂ,2
ཇྶོྃ,2
གྶླེོྃ,2
སྡེྃ,2
ནྡྡྷྃ,2
ཙྪེྃ,2
ཧཱུྃྃྃྃྃྃྃ,2
ཌྒྃ,2
རྞྜྃ,2
ལླྱྃ,2
ཏྷཱྃ,2
ཏྣྃ,2
ཏོྃ,2
མྼ,2
བུྂ,2
དཾྃ,2
ཏྲྀཾ,2
ཀྴུྃ,2
སྨྲུྃ,2
པྀྃ,2
བྀྃ,2
པྼི,2
ཏྀྃ,2
ཛཱུྃ,2
ཊྚིྃ,2
བྷྲྀཾ,2
ཏྲཱྂ,2
རྱྂ,2
ཀཱྂ,2
དྱཱྂ,2
ནིྃ,2
ཤྤྃ,2
ཎེྃ,2
ཧྟྭྃ,2
རྨཱྃ,2
ཤྲྀཾ,2
མཻྃ,2
ཛཱྂ,2
ཀྵྞཱིྂ,2
ཀླེྃ,2
མྲཱྃ,2
དྡྷྀྃ,2
ཧུྃྃ,2
དྨཱྃ,2
ཀྨཱྃ,2
ཀྨཱཱྃ,2
ཏྡྷཱོྃ,2
རྦྤྃ,2
ཀྱེྃ,2
ཀླཱྀྃ,2
ཀྻུ,2
ཏཱྂ,2
སྦྂ,2
ཛྂ,2
སྟྲིྃ,2
ནྟཱིྃ,2
ཤྺུ,2
ཏྤྂ,2
ཌྂ,2
ཎྡྲྃ,2
ཥྚྲིྃ,2
ཀྵྨྲཱིྃ,2
ཥྚྲཱོྃ,2
ནཱིྃ,2
བྷྲཱིྃ,2
སྵྃ,2
སྨཱྂ,2
དྷྭྂ,2
ཥྐྂ,2
ཊྦྃ,2
བྷེྃ,2
པྲཾྃ,2
ཨཾྃ,2
ཡྻྱ,2
ཀེྂ,2
ཥྜྱྃ,2
སྙེྃ,2
ཏུྂ,2
དྡྃ,2
ཡྻོཾ,2
འྃ,2
ཀྵྞཱྃ,2
ངྻ,2
སྃྃ,2
ཐླྷིྃ,2
ཧྲྂ,2
གྼ,2
སྟྱཱྃ,2
ཝྼ,2
ཤྲཱྃ,2
ཅུྃ,2
ཀིྂ,2
ཟླུྃ,2
་ཾ,2
ཡིྃ,2
རྡྷྃ,2
གྷཱུྂ,2
གྷུྂ,2
སཱིྃ,2
ཧྲཱིྂ,2
ཀྵླིྃ,2
བླྃ,2
ཏླྃ,2
ཥྟྀཾ,2
ཇཱྃ,2
གྷྞྃ,2
ཆོྃ,2
བྷཻྃ,2
ཏ྄ེ,2
ཧྲྼྀྃ,2
ཥྜཱྃ,2
མྟྃ,2
པྱྃ,2
ཨྠྀི,2
རྒྷྂ,2
ཛྷེྃ,2
ཛོྃ,2
ཅྪྃ,2
གྷྣཱྂ,2
ངྷིྃ,2
སྲཱིྃ,2
སྐྲྃ,2
དྻེ,2
ཥྚྀཾ,2
སྟྂ,2
ཥྚཱྂ,2
ཪྵཱྃ,2
རྐྐྃ,2
ཧཱུྃཾ,2
སྟྲཱུྃ,2
ཏྭྂ,2
ཐླྷཱིྃ,2
གྼི,2
གྼཱི,2
ཛྼི,2
ཛྼཱི,2
ཌྼྀ,2
ཌྼཱྀ,2
བྼྀ,2
བྼཱྀ,2
དྼྀ,2
དྼཱྀ,2
ཛྲཱིྂ,2
ཀུྂ,2
པཱུྃ,2
ཛྲྂ,2
མྺི,2
ཥྻྃ,2
རཱུྂ,2
ཧྞྞྃ,2
བྷཱིྃ,2
ཨཱཻྃ,2
ཧྻྃ,2
ཧྻཱྃ,2
ཏཻྃ,2
ཇྃ,2
དྂ,2
རྒྟྃ,2
བྲིྃ,2
ཎྂ,2
དྡྷྱྃ,2
ཀྵྼྀ,2
ཀྵྼཱྀ,2
གྷཱོྃ,2
ཌྞོྃ,2
ཀོྃཾ,2
སྦྲུྃ,2
ཥྱྂ,2
ནྣྃ,2
ཙཱིྃ,2
ཎཱྂ,2
ཤྲཱྀཾ,2
ཐྷཱཱིྃ,2
ཕྱྃ,2
བྲཱྃ,2
ཤྟྃ,2
རེྃ,2
དྷཱྂ,2
དྷྲྀྃ,2
ཧྲཱིུྃ,2
ཕཱིྃ,2
ཕཱཻྃ,2
ཕཽྃ,2
ཥྻ,2
།ུྃ,2
ཧྲཱོྃ,2
ཊྂ,2
ཪྞཱྃ,2
ཧྼཱྀྃ,2
ཧླུྃ,2
ཧྲླཱིྃ,2
རྞྃ,2
དྡྭྃ,2
དྲཱིྃ,2
ཌིྃ,2
ལྱེྃ,2
ཊྭཱྂ,2
རྒྒྃ,2
རྨྨཱྃ,2
ཨཱོྂ,2
བླིྃ,2
རྞཱྃ,2
སྣྃ,2
ཥྞུྂ,2
ཡཽྃ,2
ཡྻཱྃ,2
ཀྼཱ,2
ཧཾྃ,2
ཧྲླིྃ,2
ཊྷྃ,2
ཥྚིྂ,2
ནཱིྂ,2
ཧྭྃ,2
ཧླཱྃ,2
ཥུྃ,2
བཱིྂ,2
ཀྵཱྂ,1
ཆྃ,1
༻ི,1
སྟྲཱྃ,1
